"carat","cut","color","clarity","depth","table","price","x","y","z"
"0.74","Ideal","E","SI1","61.7","56.0","2779","5.84","5.8","3.59"
"1.5","Ideal","H","SI2","62.4","58.0","8471","7.29","7.26","4.54"
"0.32","Ideal","E","VVS2","61.5","56.0","1010","4.41","4.44","2.72"
"1.01","Very Good","F","SI1","60.3","60.0","4972","6.46","6.55","3.92"
"0.9","Premium","G","SI1","62.6","57.0","4455","6.16","6.11","3.84"
"0.31","Ideal","E","VVS1","61.7","55.0","1105","4.38","4.4","2.71"
"0.5","Premium","G","SI1","62.8","61.0","1286","5.01","4.99","3.14"
"0.25","Very Good","D","VVS2","62.1","57.0","548","4.02","4.07","2.51"
"1.02","Very Good","I","VS2","59.3","59.0","4762","6.57","6.62","3.91"
"1.0","Very Good","E","VS1","63.2","53.0","5914","6.4","6.33","4.02"
"1.3","Ideal","G","VS2","62.3","55.0","9540","7.0","6.93","4.34"
"1.76","Very Good","H","SI1","63.1","59.0","12288","7.69","7.59","4.82"
"0.9","Premium","E","VS2","62.6","60.0","5312","6.15","6.08","3.83"
"1.58","Very Good","H","VVS2","60.9","58.0","12459","7.56","7.65","4.63"
"0.56","Ideal","H","IF","61.3","55.0","2157","5.31","5.33","3.26"
"0.66","Ideal","E","SI2","61.9","55.0","1560","5.61","5.64","3.48"
"0.32","Premium","D","VS2","60.3","60.0","972","4.44","4.42","2.67"
"0.91","Premium","H","VS2","61.8","60.0","4313","6.18","6.22","3.83"
"0.7","Premium","H","VVS2","61.0","57.0","2596","5.76","5.72","3.5"
"1.5","Premium","H","VS2","62.1","59.0","9253","7.26","7.2","4.49"
"2.2","Ideal","I","SI2","62.2","56.0","13512","8.33","8.29","5.17"
"1.02","Very Good","E","SI2","62.8","55.0","4398","6.4","6.43","4.03"
"1.22","Ideal","F","VS1","62.6","55.0","9581","6.82","6.86","4.28"
"0.74","Premium","G","SI1","61.0","60.0","2553","5.85","5.76","3.54"
"0.95","Premium","E","SI1","62.8","59.0","4628","6.25","6.21","3.91"
"1.01","Premium","H","SI1","62.3","58.0","4513","6.42","6.35","3.98"
"2.2","Premium","G","SI1","60.5","55.0","18193","8.49","8.42","5.11"
"0.94","Very Good","E","SI1","62.4","56.0","4661","6.24","6.27","3.9"
"0.5","Very Good","E","SI2","61.7","58.0","1154","5.06","5.12","3.14"
"0.53","Very Good","H","VS1","63.4","56.0","1607","5.16","5.13","3.26"
"0.74","Ideal","E","VS2","61.9","57.0","2901","5.81","5.78","3.59"
"0.9","Very Good","J","SI1","63.8","56.0","3061","6.11","6.14","3.91"
"0.52","Ideal","E","SI1","61.0","57.0","1682","5.22","5.2","3.18"
"1.51","Premium","E","SI2","62.7","58.0","6342","7.27","7.24","4.55"
"1.0","Very Good","D","VVS2","59.9","61.0","9740","6.42","6.5","3.87"
"0.34","Ideal","H","IF","61.9","53.0","863","4.5","4.52","2.79"
"1.0","Ideal","D","SI1","62.5","55.0","4928","6.43","6.38","4.0"
"1.0","Premium","I","SI1","62.2","62.0","3360","6.39","6.33","3.96"
"1.86","Good","G","SI2","63.8","55.0","9791","7.79","7.73","4.95"
"0.32","Premium","G","VS1","62.5","60.0","828","4.35","4.29","2.7"
"1.06","Ideal","I","SI2","62.8","55.0","3146","6.51","6.46","4.07"
"0.9","Premium","E","VS1","60.1","56.0","5242","6.38","6.3","3.81"
"0.51","Very Good","G","SI1","59.7","58.0","1261","5.2","5.26","3.12"
"0.33","Good","I","SI1","63.6","57.0","445","4.39","4.42","2.8"
"1.2","Good","G","VS2","57.8","59.0","8032","7.06","7.0","4.06"
"1.86","Ideal","J","VS2","62.6","56.0","10312","7.95","7.87","4.95"
"1.16","Premium","H","SI1","60.2","59.0","5480","6.84","6.77","4.1"
"1.03","Ideal","D","SI2","61.2","57.0","4764","6.59","6.51","4.01"
"2.02","Ideal","F","SI2","61.3","57.0","16290","8.11","8.16","4.99"
"0.3","Ideal","D","VVS2","62.9","56.0","965","4.29","4.27","2.69"
"1.03","Ideal","G","VVS2","61.2","57.0","8483","6.48","6.52","3.98"
"0.34","Ideal","F","VS2","62.9","55.0","880","4.48","4.46","2.81"
"1.2","Very Good","J","SI1","62.5","58.0","5082","6.74","6.79","4.23"
"0.89","Very Good","F","SI2","60.2","60.0","3356","6.18","6.21","3.73"
"0.3","Ideal","D","VS1","61.0","57.0","835","4.32","4.31","2.63"
"0.34","Ideal","I","VS2","61.1","55.0","495","4.51","4.55","2.77"
"0.34","Ideal","D","VS1","60.3","57.0","914","4.52","4.55","2.73"
"0.32","Good","D","I1","64.0","54.0","468","4.36","4.33","2.78"
"0.57","Very Good","E","SI1","60.3","57.0","1608","5.34","5.4","3.24"
"0.71","Very Good","I","VVS2","59.5","60.0","2400","5.82","5.87","3.48"
"0.24","Very Good","F","SI1","60.9","61.0","404","4.02","4.03","2.45"
"0.4","Ideal","E","VVS1","61.3","56.0","1824","4.78","4.75","2.92"
"0.54","Ideal","H","IF","60.9","57.0","2096","5.26","5.31","3.22"
"0.71","Ideal","D","SI2","61.3","57.0","2610","5.71","5.78","3.52"
"0.51","Good","E","SI1","63.9","54.0","1343","5.05","5.09","3.24"
"1.05","Ideal","G","VVS2","62.5","55.0","8645","6.49","6.53","4.07"
"0.3","Very Good","H","SI1","63.3","56.0","554","4.29","4.27","2.71"
"0.3","Premium","G","VS1","60.2","62.0","725","4.31","4.3","2.59"
"1.0","Premium","E","SI2","61.2","60.0","4620","6.42","6.45","3.94"
"2.09","Premium","F","SI2","61.7","59.0","17840","8.21","8.23","5.07"
"0.53","Ideal","E","VVS2","62.9","54.0","2271","5.19","5.15","3.25"
"1.05","Premium","H","SI2","63.0","59.0","4234","6.48","6.44","4.07"
"0.33","Ideal","G","IF","61.2","56.0","946","4.47","4.51","2.75"
"0.32","Good","D","SI1","63.7","55.0","706","4.33","4.31","2.75"
"0.4","Premium","E","SI1","62.0","61.0","882","4.71","4.67","2.91"
"1.0","Very Good","H","VS2","59.7","59.0","5046","6.52","6.57","3.91"
"1.06","Very Good","G","VS2","59.8","58.0","6818","6.64","6.7","3.99"
"1.57","Very Good","H","SI1","62.4","58.0","12392","7.39","7.49","4.64"
"1.11","Ideal","H","SI2","62.0","54.0","4578","6.61","6.64","4.11"
"0.72","Ideal","G","VVS1","62.2","57.0","3502","5.72","5.75","3.57"
"0.33","Ideal","H","VVS2","62.2","56.0","666","4.44","4.46","2.77"
"1.11","Premium","H","SI2","59.8","60.0","4538","6.75","6.66","4.01"
"0.32","Very Good","G","VS2","62.0","59.0","561","4.37","4.41","2.72"
"0.51","Good","E","SI1","63.9","54.0","1443","5.09","5.05","3.24"
"0.9","Good","H","VS2","61.9","58.0","3989","6.14","6.18","3.81"
"0.56","Premium","E","VS2","59.9","58.0","2167","5.37","5.34","3.21"
"0.81","Very Good","F","VVS2","63.1","56.0","3992","5.99","5.9","3.75"
"0.56","Very Good","F","VS1","58.2","60.0","1915","5.38","5.41","3.14"
"0.5","Fair","D","SI1","65.1","58.0","1323","5.0","4.96","3.24"
"0.78","Ideal","G","SI2","61.9","55.0","2240","5.91","5.94","3.67"
"2.07","Very Good","I","VS2","60.6","58.0","16378","8.24","8.29","5.01"
"1.23","Very Good","H","VS2","58.5","62.0","6039","6.98","7.0","4.09"
"0.32","Premium","I","VVS1","63.0","58.0","756","4.38","4.32","2.74"
"0.46","Ideal","F","IF","62.0","55.0","1950","4.96","4.98","3.08"
"1.14","Very Good","D","SI2","59.2","61.0","4957","6.82","6.84","4.04"
"0.84","Very Good","G","SI2","62.8","57.0","3015","6.0","6.04","3.78"
"0.32","Good","E","VS2","64.1","54.0","556","4.34","4.37","2.79"
"0.7","Ideal","D","VS1","61.5","57.0","4323","5.68","5.71","3.5"
"0.28","Ideal","I","VS1","62.5","54.0","448","4.18","4.23","2.63"
"0.32","Ideal","G","IF","61.8","55.0","918","4.42","4.45","2.74"
"1.03","Ideal","I","SI1","60.7","60.0","4458","6.5","6.55","3.96"
"0.31","Ideal","G","VVS1","61.8","55.0","743","4.35","4.39","2.7"
"0.43","Ideal","H","VVS1","62.3","54.0","1169","4.85","4.84","3.02"
"0.5","Ideal","G","VS2","62.2","54.0","1721","5.12","5.07","3.17"
"1.66","Very Good","G","VS2","63.2","56.0","15229","7.61","7.49","4.77"
"1.3","Premium","F","VS1","61.0","59.0","10930","7.05","7.08","4.31"
"2.1","Very Good","H","SI1","62.9","57.0","18480","8.12","8.19","5.13"
"1.2","Good","I","SI1","63.5","60.7","5280","6.71","6.75","4.27"
"0.4","Ideal","G","SI2","62.1","57.0","648","4.72","4.75","2.94"
"0.71","Ideal","I","VS1","60.9","55.0","2525","5.8","5.81","3.53"
"1.55","Ideal","I","VS1","61.5","54.0","10384","7.42","7.58","4.61"
"0.56","Ideal","F","SI2","61.9","55.0","1212","5.27","5.31","3.28"
"1.02","Premium","D","I1","61.4","60.0","3838","6.47","6.42","3.96"
"1.01","Very Good","E","SI2","62.4","58.0","4355","6.36","6.42","3.99"
"0.32","Ideal","E","IF","62.6","55.0","1095","4.38","4.41","2.75"
"0.31","Ideal","F","VS2","62.3","57.0","625","4.3","4.34","2.69"
"0.53","Ideal","H","VS1","61.7","56.0","1678","5.21","5.23","3.22"
"0.92","Ideal","E","SI1","61.4","54.6","4258","6.25","6.29","3.85"
"0.39","Ideal","F","VS2","60.0","57.0","1053","4.76","4.7","2.84"
"0.54","Ideal","H","SI1","62.2","56.0","1240","5.26","5.19","3.25"
"0.59","Very Good","E","VS2","60.6","60.0","2094","5.44","5.49","3.31"
"0.31","Ideal","E","IF","61.9","56.0","1060","4.35","4.37","2.7"
"2.24","Premium","I","SI2","62.5","59.0","16097","8.36","8.28","5.2"
"0.54","Ideal","I","VVS1","62.7","57.0","1681","5.22","5.14","3.25"
"0.83","Ideal","G","VS1","62.1","55.0","4989","6.02","6.05","3.75"
"1.05","Premium","G","SI2","61.7","56.0","4116","6.57","6.53","4.04"
"1.08","Very Good","F","SI2","62.6","56.0","4407","6.55","6.61","4.12"
"0.38","Very Good","D","VVS2","59.1","59.9","1225","4.71","4.75","2.79"
"0.35","Premium","I","VS1","61.8","58.0","709","4.53","4.5","2.79"
"1.51","Good","I","VVS2","63.6","58.0","7255","7.29","7.26","4.63"
"1.07","Premium","D","SI1","61.9","58.0","5704","6.57","6.53","4.05"
"0.42","Very Good","E","VS2","61.9","59.0","958","4.75","4.81","2.96"
"2.01","Good","G","SI1","60.3","60.0","18625","8.07","8.18","4.9"
"0.57","Ideal","E","VS2","61.8","56.0","1949","5.33","5.29","3.28"
"1.07","Premium","E","VS2","62.5","57.0","6232","6.6","6.53","4.1"
"0.36","Ideal","D","SI2","62.3","57.0","537","4.52","4.57","2.83"
"0.82","Ideal","E","SI1","62.1","55.0","3577","5.98","6.0","3.72"
"0.54","Ideal","F","SI2","62.0","54.0","1098","5.23","5.28","3.26"
"1.0","Very Good","F","SI2","62.4","56.0","3906","6.31","6.35","3.95"
"1.54","Premium","I","SI2","61.2","58.0","7631","7.51","7.43","4.57"
"0.41","Ideal","E","VVS2","60.0","57.0","1243","4.85","4.81","2.9"
"0.32","Ideal","G","IF","61.5","55.0","918","4.43","4.45","2.73"
"1.0","Very Good","H","SI1","62.7","59.0","4702","6.3","6.37","3.97"
"1.5","Fair","E","VS1","65.4","57.0","15584","7.14","7.07","4.65"
"0.33","Good","I","VS1","63.1","56.0","521","4.38","4.4","2.77"
"0.4","Ideal","H","VS1","61.2","55.0","792","4.75","4.79","2.92"
"0.86","Very Good","I","VS1","61.2","58.0","2905","6.1","6.16","3.75"
"1.01","Premium","H","SI1","61.3","58.0","4513","6.47","6.39","3.94"
"0.33","Premium","H","SI2","61.2","57.0","520","4.49","4.43","2.73"
"0.47","Ideal","J","SI1","60.6","54.0","983","5.04","5.0","3.09"
"1.0","Good","F","VS2","63.1","56.0","5420","6.27","6.31","3.97"
"1.58","Premium","E","SI2","61.0","60.0","7963","7.54","7.51","4.59"
"0.36","Ideal","D","VS1","60.8","57.0","1094","4.59","4.62","2.8"
"0.3","Good","G","VVS1","64.0","57.0","878","4.27","4.23","2.72"
"0.32","Very Good","I","SI1","63.5","57.0","540","4.33","4.3","2.74"
"0.35","Ideal","G","IF","60.2","57.0","959","4.6","4.64","2.78"
"0.6","Ideal","H","IF","61.9","56.0","2270","5.4","5.45","3.36"
"0.74","Very Good","D","SI2","61.4","57.0","2558","5.82","5.84","3.58"
"0.7","Very Good","I","SI2","59.5","58.0","1795","5.73","5.79","3.43"
"0.3","Very Good","D","SI1","61.0","61.0","552","4.27","4.29","2.61"
"1.24","Ideal","F","SI2","61.4","58.0","6503","6.85","6.9","4.22"
"0.63","Ideal","G","SI1","61.7","54.0","1628","5.52","5.56","3.42"
"1.07","Ideal","F","SI1","62.3","53.0","6049","6.57","6.59","4.1"
"0.54","Ideal","E","SI1","61.7","56.0","1571","5.27","5.24","3.24"
"0.57","Ideal","H","VS2","61.6","55.0","1558","5.34","5.36","3.29"
"2.02","Very Good","I","SI1","60.4","58.0","17357","8.2","8.16","4.94"
"0.53","Ideal","H","VS1","62.1","56.0","1607","5.21","5.19","3.23"
"1.54","Ideal","I","SI2","62.0","59.0","8254","7.33","7.38","4.56"
"1.1","Ideal","G","SI2","62.6","56.0","5535","6.64","6.58","4.14"
"0.3","Very Good","F","IF","62.4","56.0","886","4.28","4.31","2.68"
"1.53","Ideal","F","SI1","61.9","55.0","11525","7.43","7.36","4.58"
"0.43","Ideal","I","SI1","62.2","54.0","670","4.84","4.87","3.02"
"0.67","Very Good","D","SI1","60.2","60.0","2007","5.61","5.68","3.4"
"1.29","Premium","I","SI2","61.1","62.0","4291","7.0","6.94","4.26"
"0.38","Premium","F","VVS1","59.2","58.0","1200","4.76","4.8","2.83"
"0.3","Ideal","E","VVS2","61.7","55.0","789","4.28","4.31","2.65"
"0.38","Good","E","VVS1","62.4","64.0","904","4.59","4.61","2.87"
"1.01","Very Good","H","SI2","61.5","62.0","4262","6.35","6.44","3.93"
"1.0","Good","F","SI2","63.7","57.0","3906","6.32","6.36","4.04"
"0.3","Very Good","E","SI1","61.8","60.0","526","4.23","4.28","2.63"
"0.37","Ideal","E","VS1","61.2","56.0","876","4.64","4.67","2.85"
"0.97","Good","I","VS2","64.5","61.0","4355","6.16","6.21","3.99"
"0.6","Ideal","D","VVS1","62.5","55.0","4172","5.4","5.42","3.38"
"1.01","Fair","F","SI1","65.5","57.0","4634","6.12","6.22","4.04"
"0.3","Good","H","SI1","63.7","56.0","421","4.2","4.22","2.68"
"0.7","Good","E","SI1","61.9","58.0","2239","5.63","5.67","3.5"
"0.31","Ideal","E","VS2","61.5","56.0","872","4.37","4.34","2.68"
"0.31","Ideal","G","VVS1","61.4","57.0","772","4.37","4.39","2.68"
"0.8","Ideal","G","SI2","61.6","56.0","2856","5.97","6.01","3.69"
"1.7","Ideal","E","SI1","60.1","57.0","14623","7.71","7.74","4.64"
"0.38","Ideal","F","SI2","61.3","55.0","568","4.67","4.69","2.87"
"1.55","Very Good","E","SI1","60.1","58.0","11764","7.5","7.55","4.52"
"0.53","Ideal","G","VVS2","61.4","57.0","1948","5.19","5.26","3.21"
"0.7","Ideal","D","VS2","60.3","60.0","2991","5.71","5.76","3.46"
"0.42","Very Good","G","SI1","61.6","61.0","687","4.79","4.82","2.96"
"1.22","Premium","J","SI2","62.1","59.0","4509","6.82","6.77","4.22"
"0.31","Premium","D","VS2","62.0","59.0","942","4.36","4.32","2.69"
"0.23","Very Good","F","VS1","59.8","57.0","402","4.04","4.06","2.42"
"1.51","Ideal","G","SI2","60.8","57.0","8637","7.39","7.44","4.51"
"0.31","Ideal","F","VS2","62.6","57.0","802","4.33","4.29","2.7"
"1.22","Very Good","J","SI2","63.5","58.0","3443","6.8","6.75","4.3"
"0.27","Premium","E","VS1","61.5","58.0","603","4.22","4.17","2.58"
"2.14","Premium","J","SI2","61.5","59.0","13326","8.3","8.25","5.11"
"1.4","Premium","J","SI1","62.9","59.0","4939","7.16","7.07","4.48"
"1.54","Premium","F","SI1","60.9","59.0","11790","7.46","7.56","4.57"
"0.36","Ideal","D","SI1","62.5","56.0","851","4.57","4.55","2.85"
"0.44","Ideal","I","VVS1","61.2","55.0","1107","4.92","4.95","3.02"
"1.23","Ideal","D","VVS2","62.0","55.0","12848","6.85","6.92","4.27"
"0.38","Ideal","F","VS1","62.5","56.0","978","4.6","4.62","2.88"
"0.7","Very Good","H","VS2","62.8","58.0","2429","5.67","5.7","3.57"
"0.5","Very Good","H","VVS2","62.9","56.0","1569","5.03","5.08","3.18"
"1.52","Ideal","F","SI1","61.5","55.0","12477","7.44","7.41","4.57"
"0.71","Fair","F","IF","58.7","62.0","3205","5.87","5.81","3.43"
"1.01","Good","D","SI2","64.6","59.0","4468","6.23","6.3","4.05"
"0.4","Premium","E","VVS2","60.8","59.0","988","4.73","4.77","2.89"
"0.83","Ideal","H","VS2","61.6","55.0","3171","6.04","6.08","3.73"
"0.41","Ideal","E","VVS1","61.9","55.0","1431","4.79","4.78","2.96"
"0.5","Premium","F","VS2","62.2","59.0","1436","5.06","5.1","3.16"
"0.64","Ideal","D","SI1","62.1","56.0","1967","5.5","5.55","3.43"
"2.01","Good","F","SI2","64.1","57.0","16231","7.82","7.78","5.0"
"1.61","Very Good","J","SI1","61.7","60.0","7695","7.45","7.5","4.61"
"0.72","Premium","D","SI1","61.4","59.0","2954","5.71","5.79","3.53"
"0.71","Very Good","J","VS2","62.8","61.0","1821","5.63","5.71","3.56"
"2.06","Premium","I","SI2","61.0","61.0","13912","8.18","8.1","5.02"
"0.56","Ideal","G","VS2","61.2","56.0","1698","5.33","5.29","3.25"
"1.03","Ideal","G","VS1","62.0","54.8","6913","6.46","6.5","4.02"
"0.44","Very Good","J","VS1","63.1","57.0","891","4.87","4.83","3.06"
"0.6","Very Good","F","VS2","60.8","56.0","2270","5.45","5.48","3.32"
"0.32","Ideal","E","VS1","61.7","56.0","745","4.41","4.44","2.73"
"0.34","Ideal","H","VVS2","60.9","55.0","652","4.52","4.54","2.75"
"1.53","Premium","I","VS1","61.2","59.0","10282","7.41","7.39","4.53"
"1.06","Very Good","E","IF","62.7","58.0","11518","6.48","6.54","4.08"
"1.37","Ideal","J","SI1","62.1","55.0","6339","7.13","7.16","4.44"
"0.4","Ideal","E","VVS1","61.5","56.0","1397","4.78","4.75","2.93"
"0.7","Good","E","SI2","63.6","65.0","2032","5.67","5.55","3.57"
"0.9","Premium","H","VS2","61.3","59.0","4155","6.19","6.24","3.81"
"0.31","Premium","H","VS1","61.4","56.0","698","4.39","4.37","2.69"
"0.72","Ideal","D","SI1","62.2","56.0","2804","5.74","5.77","3.58"
"0.3","Very Good","E","SI1","62.4","58.0","526","4.24","4.28","2.66"
"0.38","Ideal","E","VVS1","61.5","56.0","1154","4.67","4.7","2.88"
"0.4","Very Good","E","VS1","62.9","56.0","959","4.67","4.71","2.95"
"0.3","Premium","D","SI2","61.2","60.0","574","4.31","4.28","2.63"
"0.96","Fair","I","SI2","66.3","58.0","2540","6.07","5.9","3.97"
"0.81","Very Good","D","VVS2","63.9","56.0","5423","5.79","5.91","3.74"
"2.01","Premium","I","SI2","62.5","60.0","9658","8.04","7.95","5.0"
"0.7","Very Good","E","SI1","59.1","62.0","2569","5.74","5.8","3.41"
"0.7","Very Good","D","VS2","60.7","60.0","2913","5.72","5.74","3.48"
"1.0","Premium","E","SI1","62.6","60.0","5445","6.3","6.35","3.97"
"0.7","Premium","E","SI2","60.6","59.0","2307","5.76","5.73","3.48"
"0.7","Premium","I","VVS1","61.2","59.0","2513","5.65","5.69","3.47"
"1.02","Premium","G","SI2","62.5","59.0","4291","6.37","6.42","4.0"
"1.51","Ideal","H","VS1","62.6","56.0","11580","7.28","7.32","4.57"
"0.97","Fair","G","I1","57.2","60.0","1547","6.59","6.36","3.72"
"0.7","Fair","I","SI1","65.8","57.0","1697","5.46","5.55","3.62"
"1.13","Ideal","F","I1","61.2","56.0","3366","6.76","6.71","4.12"
"2.07","Premium","H","SI1","62.0","58.0","13786","8.17","8.09","5.04"
"0.74","Ideal","E","SI2","61.9","56.0","2464","5.8","5.83","3.6"
"0.52","Ideal","G","VVS2","59.8","57.0","1911","5.24","5.26","3.14"
"0.4","Very Good","H","SI1","62.9","56.0","666","4.65","4.7","2.94"
"0.9","Good","D","SI1","61.9","64.0","3505","6.09","6.0","3.74"
"0.54","Ideal","D","VS2","62.6","57.0","1892","5.18","5.24","3.26"
"1.2","Ideal","H","SI1","62.0","58.0","6450","6.78","6.83","4.22"
"1.19","Very Good","G","VVS2","61.8","59.0","8689","6.75","6.77","4.18"
"0.77","Ideal","D","VVS2","62.3","57.0","5207","5.83","5.85","3.64"
"0.3","Ideal","D","VS1","61.0","57.0","761","4.3","4.33","2.63"
"0.91","Very Good","G","VS2","62.3","59.0","5484","6.13","6.17","3.83"
"0.62","Premium","F","SI2","61.7","60.0","1329","5.48","5.45","3.37"
"1.01","Very Good","G","SI2","63.5","58.0","4154","6.39","6.34","4.04"
"0.54","Good","G","VS1","60.8","62.0","1685","5.22","5.24","3.18"
"1.24","Premium","H","SI1","60.1","58.0","6327","7.04","7.01","4.22"
"1.24","Premium","D","SI2","59.1","59.0","5969","7.03","6.98","4.14"
"0.77","Very Good","D","VS2","63.1","57.0","3428","5.86","5.83","3.69"
"1.0","Very Good","F","VS1","62.6","57.0","6468","6.35","6.42","4.0"
"1.62","Ideal","I","VS2","62.1","55.0","10501","7.53","7.58","4.69"
"0.5","Good","E","VS1","60.3","62.0","1690","5.1","5.11","3.08"
"0.54","Ideal","G","VVS2","62.6","57.0","1801","5.19","5.23","3.26"
"0.27","Ideal","E","VVS2","62.0","55.0","622","4.12","4.14","2.56"
"0.56","Very Good","F","SI1","60.0","57.0","1679","5.41","5.38","3.24"
"0.9","Good","F","SI1","58.0","58.0","3699","6.24","6.28","3.63"
"0.9","Good","D","SI1","63.2","62.0","4068","6.06","6.13","3.85"
"0.3","Premium","H","VS1","60.1","61.0","675","4.32","4.3","2.59"
"0.34","Very Good","D","SI1","62.8","58.0","626","4.44","4.48","2.8"
"0.4","Ideal","F","VS2","62.3","54.0","767","4.74","4.77","2.96"
"1.21","Premium","H","SI2","61.9","55.0","5218","6.84","6.79","4.22"
"0.4","Very Good","G","VVS2","59.2","63.0","945","4.88","4.81","2.87"
"0.53","Ideal","I","VS2","61.9","54.0","1173","5.21","5.23","3.23"
"1.01","Premium","D","SI2","62.6","60.0","4338","6.4","6.37","4.0"
"1.01","Premium","I","SI2","59.6","62.0","3665","6.56","6.5","3.89"
"0.5","Premium","G","VS1","62.1","55.0","1746","5.22","5.06","3.19"
"1.53","Very Good","E","SI1","62.6","57.0","12386","7.25","7.41","4.59"
"0.38","Ideal","E","SI1","61.9","55.0","700","4.64","4.7","2.89"
"0.44","Ideal","G","VVS1","61.3","56.0","1202","4.91","4.93","3.01"
"0.41","Ideal","D","VS1","61.2","57.0","1018","4.77","4.81","2.93"
"0.26","Very Good","F","VVS1","61.7","57.0","657","4.09","4.13","2.53"
"0.75","Ideal","D","SI2","61.5","55.0","2618","5.85","5.89","3.61"
"1.16","Premium","F","VS2","60.5","59.0","5781","6.86","6.8","4.13"
"0.26","Ideal","F","VVS1","62.7","55.0","814","4.1","4.07","2.56"
"1.2","Premium","E","SI1","60.3","57.0","7362","6.98","6.84","4.17"
"1.31","Premium","H","SI2","61.7","59.0","4548","7.03","6.98","4.32"
"0.31","Ideal","H","SI2","61.1","56.0","421","4.4","4.42","2.69"
"0.91","Very Good","F","SI1","63.1","60.0","3007","6.13","6.1","3.86"
"0.9","Good","D","SI1","63.9","57.0","3689","6.1","6.04","3.88"
"0.72","Ideal","E","SI1","60.3","55.0","3012","5.85","5.89","3.54"
"1.45","Premium","H","VS1","60.6","60.0","8550","7.27","7.16","4.37"
"0.31","Premium","G","VVS1","61.4","58.0","816","4.32","4.35","2.66"
"0.41","Ideal","F","VVS1","61.8","55.0","1356","4.78","4.76","2.95"
"0.32","Very Good","G","VVS2","62.6","54.0","672","4.37","4.39","2.74"
"0.3","Ideal","E","VVS1","62.3","55.0","862","4.31","4.32","2.69"
"0.39","Ideal","D","VS1","60.3","56.0","1095","4.71","4.77","2.86"
"0.26","Premium","E","VS2","60.4","58.0","580","4.19","4.15","2.52"
"1.83","Ideal","E","SI2","62.8","56.0","13254","7.82","7.76","4.89"
